2016-11-17 15:33:39,"@dsaaun unfortunately, I'm not involved in robotics so I'll stick to AI and PGMs",0,0
2016-11-17 13:51:36,I would just like to point out that my school is offering a course on robotic soccer teams and is entering into the 2017 Robocup competition,5,0
2016-11-17 12:11:02,"@dbr0wn_ @bad_takes gosh darn it, Carl",0,0
2016-11-17 02:55:43,@dbr0wn_ https://t.co/yljurbkJyi,2,0
2016-11-16 21:51:17,@dsaaun (it's because I'm not graduating until 2018),0,0
2016-11-16 21:50:46,"me: *applies for job*
company: let's set up a phone interview
me: okay here's my schedule
company: never mind you're wait-listed",3,0
2016-11-16 01:46:50,applied to probably 1000000 internships by now,5,0
2016-11-15 23:23:09,https://t.co/bC04xDDwUV,0,0
2016-11-14 18:43:01,"please don't use ""impact"" in your writing unless you're talking about a literal collision",0,0
2016-11-13 02:08:13,"""I'm married to the money"" - A1",5,0
2016-11-12 06:04:54,watching a loss function go down is strangely satisfying,0,0
2016-11-09 19:06:36,"@Sour_Brandaroo oh, neat. not sure what it will accomplish but I like it.",2,1
2016-11-09 19:01:25,what were people chanting about on campus today?,0,0
2016-11-09 18:10:59,classes today were not as full as normal 🤕,1,0
2016-11-09 12:09:39,@chiodo113 RIP,1,0
2016-11-08 13:34:42,why does Jill Stein have votes,6,0
2016-11-07 18:09:11,"when ppl say ""get a job"" I think how strange that will be for people living in the near future to empathize with when robots do all labor",4,1
2016-11-06 23:17:34,tg for computers @dbr0wn_ https://t.co/tqzoGJiUXY,0,0
2016-11-03 20:48:28,writing important emails is stressful but also somewhat fun,1,0
2016-11-03 13:52:01,can baseball die now?,0,1
2016-11-02 11:01:11,@_therattlesnake you are revolutionarily kind!,1,0
2016-11-02 02:03:31,I've been binge-following researchers in fields I'm interested in so I can become a better student through tweet osmosis,5,0
2016-11-02 01:58:34,idk about the multiverse,1,0
2016-11-01 19:06:11,@kristenmarie922 bless you,0,0
2016-11-01 17:57:48,@SvagDrum maybe I'll write up a paper about it,0,0
2016-11-01 01:37:11,@dbr0wn_ damn soft-headed liberals!!!,1,0
2016-10-31 22:44:23,I am daily tempted to order large quantities of candy from Amazon,5,0
2016-10-31 18:23:03,@dsaaun it seems like it's becoming a game of: who can create the best team of performance robots? $3500 pls. no poor people.,11,0
2016-10-31 18:21:39,"I think this ""celebrity staff"" trend in drum corps is detrimental to music education and the cultivation of the arts. it's about the kids",11,2
2016-10-28 17:26:42,"@_therattlesnake I don't! but when I saw your tweet about it earlier I put it on my ""To Watch"" list 😁",2,0
2016-10-27 20:52:56,I dunno why people are sad about Vine dying. it wouldn't be discontinued if people still used it,3,0
2016-10-25 15:38:49,want people to listen to you? learn to speak and write effectively,2,0
2016-10-24 12:24:18,@shitdano_says oof,0,0
2016-10-22 17:36:59,"@woodman4tb @dbr0wn_ ah yes, I'm too young and naive to realize",2,0
2016-10-22 17:35:30,@woodman4tb @dbr0wn_ yeah like the oil industry and bad science,1,1
2016-10-22 17:32:28,@woodman4tb excuse me? my professors just teach me computer science. no politics / ethics,0,0
2016-10-22 17:31:44,"@woodman4tb that seems just as silly as not being skeptical at all. I'm skeptical of the government, but not of most scientific journals",0,0
